RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,92,339,44,81,0.239,18,1,16,50,149,46,124,0,0.336,0.44,0.775,2.3
1,Patrick WisdomCHC,3B,88,313,48,69,0.22,18,0,17,46,138,39,124,6,0.316,0.441,0.757,1.2
3,Adolis GarciaTEX,RF,87,347,50,83,0.239,16,4,16,54,155,21,106,13,0.283,0.447,0.73,2.1
3,Brandon MarshLAA,LF,83,267,31,60,0.225,8,1,8,35,94,18,106,7,0.278,0.352,0.63,0.7
5,Trevor StoryBOS,2B,81,307,49,68,0.221,17,0,15,58,130,28,105,10,0.289,0.423,0.713,2.1
6,Aaron JudgeNYY,CF,91,344,76,97,0.282,14,0,34,73,213,46,103,8,0.366,0.619,0.985,4.4
7,Adam DuvallATL,CF,85,286,39,61,0.213,16,1,12,36,115,21,101,0,0.277,0.402,0.679,-0.1
7,Chris TaylorLAD,LF,74,252,32,60,0.238,19,3,6,27,103,29,101,6,0.319,0.409,0.728,0.6
9,Matt OlsonATL,1B,94,365,44,93,0.255,34,0,17,60,178,47,100,0,0.34,0.488,0.827,1.8
9,Bo BichetteTOR,SS,92,385,49,99,0.257,20,0,14,50,161,25,100,7,0.302,0.418,0.72,1
11,Joey GalloNYY,RF,76,222,30,36,0.162,4,1,11,23,75,39,99,2,0.287,0.338,0.625,0.2
11,Luke VoitSD,DH,72,264,33,58,0.22,15,0,12,40,109,34,99,1,0.308,0.413,0.721,0.6
11,Jared WalshLAA,1B,86,313,33,74,0.236,12,2,13,41,129,16,99,1,0.28,0.412,0.692,0.2
14,Cody BellingerLAD,CF,85,308,44,64,0.208,14,2,11,31,115,25,98,11,0.27,0.373,0.643,1.3
14,Rhys HoskinsPHI,1B,91,336,49,82,0.244,18,2,19,44,161,45,98,0,0.337,0.479,0.816,2.3
16,Mike TroutLAA,CF,79,282,55,76,0.27,17,2,24,51,169,39,97,1,0.368,0.599,0.967,3.8
16,Franmil ReyesCLE,DH,60,227,21,49,0.216,8,0,8,26,81,13,97,1,0.259,0.357,0.616,-0.7
18,Nick CastellanosPHI,RF,91,354,36,89,0.251,20,0,8,46,133,22,94,4,0.297,0.376,0.673,-1
18,Randy ArozarenaTB,LF,88,339,42,86,0.254,20,2,12,43,146,23,94,19,0.314,0.431,0.744,1
20,Jorge MateoBAL,SS,85,278,32,57,0.205,12,4,7,23,98,16,93,22,0.258,0.353,0.61,2
21,Christian YelichMIL,LF,88,327,59,82,0.251,12,3,8,31,124,46,90,13,0.347,0.379,0.726,1.6
21,Kole CalhounTEX,RF,85,289,33,64,0.221,14,1,11,41,113,20,90,2,0.277,0.391,0.668,-0.3
21,Ryan McMahonCOL,3B,89,309,37,76,0.246,15,3,7,41,118,41,90,5,0.341,0.382,0.723,1.9
24,Eduardo EscobarNYM,3B,86,330,37,74,0.224,18,3,11,40,131,26,89,0,0.279,0.397,0.676,-0.1
24,Giancarlo StantonNYY,DH,78,284,40,66,0.232,6,0,24,61,144,35,89,0,0.314,0.507,0.821,1.4
24,Jorge SolerMIA,LF,72,267,31,55,0.206,13,0,13,34,107,31,89,0,0.295,0.401,0.695,0.7
27,Matt ChapmanTOR,3B,87,304,45,69,0.227,16,0,15,45,130,29,87,0,0.3,0.428,0.728,1.4
27,Trent GrishamSD,CF,91,294,36,56,0.19,10,2,9,33,97,40,87,4,0.292,0.33,0.622,1
29,Tommy PhamCIN,LF,81,302,53,73,0.242,10,1,11,36,118,40,86,7,0.329,0.391,0.72,0.7
30,Avisail GarciaMIA,RF,79,288,26,66,0.229,8,0,6,28,92,11,85,4,0.266,0.319,0.585,-0.8
30,Willy AdamesMIL,SS,71,277,48,61,0.22,14,0,19,51,132,28,85,3,0.294,0.477,0.771,2.3
30,Bobby Witt Jr.KC,SS,88,342,48,87,0.254,18,5,13,47,154,20,85,17,0.299,0.45,0.749,1
33,Robbie GrossmanDET,LF,74,248,22,52,0.21,11,1,2,22,71,34,84,3,0.316,0.286,0.602,0.3
33,Garrett CooperMIA,1B,82,294,28,83,0.282,21,1,7,40,127,26,84,0,0.347,0.432,0.779,1.1
35,Ryan MountcastleBAL,1B,79,311,40,84,0.27,21,0,14,46,147,17,83,4,0.307,0.473,0.78,1.6
36,Marcell OzunaATL,DH,88,339,41,75,0.221,12,0,17,37,138,26,82,2,0.278,0.407,0.685,-0.5
36,Nathaniel LoweTEX,1B,86,324,42,87,0.269,13,1,12,39,138,25,82,1,0.321,0.426,0.747,0.3
38,Josh DonaldsonNYY,3B,73,263,30,60,0.228,16,0,9,35,103,30,81,2,0.312,0.392,0.704,2
38,Teoscar HernandezTOR,RF,69,264,32,70,0.265,17,1,12,43,125,17,81,5,0.314,0.473,0.788,1.6
38,Daulton VarshoARI,CF,84,301,39,70,0.233,15,1,12,45,123,25,81,5,0.299,0.409,0.708,1.7
41,Francisco LindorNYM,SS,92,359,54,89,0.248,12,3,16,66,155,36,80,10,0.324,0.432,0.756,2.8
41,Brett PhillipsTB,RF,68,170,19,25,0.147,4,0,5,13,44,13,80,7,0.219,0.259,0.478,0.3
41,Seth BrownOAK,1B,88,291,30,65,0.223,18,2,11,39,120,19,80,7,0.275,0.412,0.687,0
41,Jesus SanchezMIA,CF,81,269,32,54,0.201,9,3,11,30,102,21,80,1,0.263,0.379,0.642,0.4
45,Javier BaezDET,SS,80,310,32,67,0.216,18,2,9,35,116,14,79,3,0.253,0.374,0.627,0.6
45,Trea TurnerLAD,SS,91,368,55,113,0.307,23,2,14,68,182,27,79,17,0.354,0.495,0.849,3.2
45,Andrew VelazquezLAA,SS,81,222,23,38,0.171,6,0,5,20,59,9,79,12,0.212,0.266,0.478,0.8
45,Bryan ReynoldsPIT,CF,83,303,40,79,0.261,11,3,15,32,141,35,79,3,0.343,0.465,0.808,1.7
45,Bobby DalbecBOS,1B,83,224,26,46,0.205,6,2,7,22,77,23,79,2,0.286,0.344,0.629,-1.2
50,Nelson CruzWSH,DH,84,310,39,75,0.242,13,0,8,48,112,36,78,3,0.324,0.361,0.685,0.4
